ID_HEXAGONO;MODO;HORA;OPERACIONES
14376834;BUS;22;12
14376836;BUS;4;20
14376836;BUS;5;19
14376836;BUS;6;16
14376836;BUS;7;11
14376836;BUS;8;18
14376836;BUS;9;14
14376836;BUS;10;11
14376836;BUS;11;10
14376836;BUS;12;29
14376836;BUS;13;12
14376836;BUS;14;18
14376836;BUS;15;13
14376836;BUS;16;19
14376836;BUS;17;27
14376836;BUS;18;13
14376836;BUS;19;7
14376836;BUS;21;3
14376836;BUS;22;2
14376837;BUS;0;4
14376837;BUS;1;2
14376837;BUS;3;12
14376837;BUS;4;71
14376837;BUS;5;115
14376837;BUS;6;136
14376837;BUS;7;184
14376837;BUS;8;132
14376837;BUS;9;118
14376837;BUS;10;90
14376837;BUS;11;105
14376837;BUS;12;116
14376837;BUS;13;102
14376837;BUS;14;77
14376837;BUS;15;52
14376837;BUS;16;74
14376837;BUS;17;94
14376837;BUS;18;76
14376837;BUS;19;60
14376837;BUS;20;54
14376837;BUS;21;17
14376837;BUS;22;21
14376837;BUS;23;8
14376839;BUS;9;1
14376839;BUS;11;8
14376839;BUS;12;2
14376839;BUS;14;4
14376839;BUS;16;4
14376839;BUS;22;1
14376840;BUS;3;1
14376840;BUS;4;5
14376840;BUS;5;10
14376840;BUS;6;15
14376840;BUS;7;31
14376840;BUS;8;31
14376840;BUS;9;19
14376840;BUS;10;16
14376840;BUS;11;30
14376840;BUS;12;45
14376840;BUS;13;34
14376840;BUS;14;24
14376840;BUS;15;31
14376840;BUS;16;27
14376840;BUS;17;47
14376840;BUS;18;13
14376840;BUS;19;12
14376840;BUS;20;10
14376840;BUS;21;3
14376840;BUS;22;4
14376840;BUS;23;1
14376841;BUS;14;9
14376841;BUS;15;64
14376841;BUS;16;16
14376841;BUS;22;1
14376842;BUS;0;2
14376842;BUS;3;5
14376842;BUS;4;14
14376842;BUS;5;24
14376842;BUS;6;20
14376842;BUS;7;47
14376842;BUS;8;32
14376842;BUS;9;23
14376842;BUS;10;29
14376842;BUS;11;23
14376842;BUS;12;34
14376842;BUS;13;23
14376842;BUS;14;14
14376842;BUS;15;17
14376842;BUS;16;24
14376842;BUS;17;33
14376842;BUS;18;18
14376842;BUS;19;10
14376842;BUS;20;8
14376842;BUS;21;5
14376842;BUS;22;3
14376842;BUS;23;1
14376843;BUS;1;2
14376843;BUS;2;1
14376843;BUS;3;4
14376843;BUS;4;14
14376843;BUS;5;23
14376843;BUS;6;21
14376843;BUS;7;33
14376843;BUS;8;31
14376843;BUS;9;20
14376843;BUS;10;31
14376843;BUS;11;22
14376843;BUS;12;38
14376843;BUS;13;21
14376843;BUS;14;20
14376843;BUS;15;21
14376843;BUS;16;34
14376843;BUS;17;24
14376843;BUS;18;15
14376843;BUS;19;17
14376843;BUS;20;6
14376843;BUS;21;6
14376843;BUS;22;2
14376843;BUS;23;12
14376844;BUS;0;6
14376844;BUS;1;5
14376844;BUS;3;12
14376844;BUS;4;32
14376844;BUS;5;68
14376844;BUS;6;103
14376844;BUS;7;140
14376844;BUS;8;99
14376844;BUS;9;63
14376844;BUS;10;68
14376844;BUS;11;109
14376844;BUS;12;85
14376844;BUS;13;64
14376844;BUS;14;74
14376844;BUS;15;57
14376844;BUS;16;68
14376844;BUS;17;79
14376844;BUS;18;70
14376844;BUS;19;39
14376844;BUS;20;28
14376844;BUS;21;16
14376844;BUS;22;8
14376844;BUS;23;4
14376845;BUS;0;8
14376845;BUS;3;15
14376845;BUS;4;43
14376845;BUS;5;76
14376845;BUS;6;103
14376845;BUS;7;142
14376845;BUS;8;130
14376845;BUS;9;73
14376845;BUS;10;66
14376845;BUS;11;85
14376845;BUS;12;163
14376845;BUS;13;104
14376845;BUS;14;67
14376845;BUS;15;70
14376845;BUS;16;92
14376845;BUS;17;122
14376845;BUS;18;91
14376845;BUS;19;62
14376845;BUS;20;38
14376845;BUS;21;25
14376845;BUS;22;23
14376845;BUS;23;4
14376846;BUS;19;3
14376847;BUS;4;25
14376847;BUS;5;44
14376847;BUS;6;87
14376847;BUS;7;65
14376847;BUS;8;46
14376847;BUS;9;63
14376847;BUS;10;45
14376847;BUS;11;58
14376847;BUS;12;58
14376847;BUS;13;40
14376847;BUS;14;41
14376847;BUS;15;35
14376847;BUS;16;46
14376847;BUS;17;54
14376847;BUS;18;55
14376847;BUS;19;40
14376847;BUS;20;27
14376847;BUS;21;13
14376847;BUS;22;6
14376847;BUS;23;5
14376848;BUS;3;5
14376848;BUS;4;15
14376848;BUS;5;34
14376848;BUS;6;28
14376848;BUS;7;39
14376848;BUS;8;48
14376848;BUS;9;38
14376848;BUS;10;44
14376848;BUS;11;40
14376848;BUS;12;37
14376848;BUS;13;27
14376848;BUS;14;28
14376848;BUS;15;40
14376848;BUS;16;45
14376848;BUS;17;35
14376848;BUS;18;23
14376848;BUS;19;15
14376848;BUS;20;13
14376848;BUS;21;12
14376848;BUS;22;4
14376848;BUS;23;2
14376849;BUS;0;11
14376849;BUS;1;8
14376849;BUS;2;5
14376849;BUS;3;25
14376849;BUS;4;110
14376849;BUS;5;162
14376849;BUS;6;209
14376849;BUS;7;226
14376849;BUS;8;225
14376849;BUS;9;254
14376849;BUS;10;271
14376849;BUS;11;287
14376849;BUS;12;327
14376849;BUS;13;246
14376849;BUS;14;221
14376849;BUS;15;213
14376849;BUS;16;245
14376849;BUS;17;234
14376849;BUS;18;192
14376849;BUS;19;140
14376849;BUS;20;93
14376849;BUS;21;59
14376849;BUS;22;43
14376849;BUS;23;19
14376850;BUS;11;4
14376852;BUS;3;3
14376852;BUS;4;33
14376852;BUS;5;22
14376852;BUS;6;34
14376852;BUS;7;59
14376852;BUS;8;27
14376852;BUS;9;32
14376852;BUS;10;35
14376852;BUS;11;33
14376852;BUS;12;52
14376852;BUS;13;32
14376852;BUS;14;20
14376852;BUS;15;25
14376852;BUS;16;34
14376852;BUS;17;26
14376852;BUS;18;21
14376852;BUS;19;12
14376852;BUS;20;15
14376852;BUS;21;3
14376852;BUS;22;1
14376852;BUS;23;3
14376853;BUS;0;1
14376853;BUS;2;3
14376853;BUS;3;28
14376853;BUS;4;63
14376853;BUS;5;142
14376853;BUS;6;201
14376853;BUS;7;231
14376853;BUS;8;203
14376853;BUS;9;130
14376853;BUS;10;152
14376853;BUS;11;139
14376853;BUS;12;204
14376853;BUS;13;132
14376853;BUS;14;100
14376853;BUS;15;104
14376853;BUS;16;151
14376853;BUS;17;146
14376853;BUS;18;115
14376853;BUS;19;99
14376853;BUS;20;56
14376853;BUS;21;33
14376853;BUS;22;18
14376853;BUS;23;13
14376854;BUS;0;2
14376854;BUS;3;28
14376854;BUS;4;80
14376854;BUS;5;114
14376854;BUS;6;178
14376854;BUS;7;221
14376854;BUS;8;121
14376854;BUS;9;106
14376854;BUS;10;94
14376854;BUS;11;133
14376854;BUS;12;179
14376854;BUS;13;99
14376854;BUS;14;81
14376854;BUS;15;77
14376854;BUS;16;116
14376854;BUS;17;114
14376854;BUS;18;102
14376854;BUS;19;86
14376854;BUS;20;49
14376854;BUS;21;31
14376854;BUS;22;21
14376854;BUS;23;10
14376855;BUS;0;1
14376855;BUS;2;1
14376855;BUS;4;36
14376855;BUS;5;34
14376855;BUS;6;32
14376855;BUS;7;35
14376855;BUS;8;30
14376855;BUS;9;17
14376855;BUS;10;25
14376855;BUS;11;30
14376855;BUS;12;61
14376855;BUS;13;33
14376855;BUS;14;17
14376855;BUS;15;17
14376855;BUS;16;31
14376855;BUS;17;24
14376855;BUS;18;20
14376855;BUS;19;15
14376855;BUS;20;10
14376855;BUS;21;8
14376855;BUS;22;5
14376855;BUS;23;6
14376856;BUS;0;1
14376856;BUS;3;5
14376856;BUS;4;45
14376856;BUS;5;75
14376856;BUS;6;119
14376856;BUS;7;152
14376856;BUS;8;97
14376856;BUS;9;75
14376856;BUS;10;51
14376856;BUS;11;75
14376856;BUS;12;97
14376856;BUS;13;64
14376856;BUS;14;58
14376856;BUS;15;42
14376856;BUS;16;58
14376856;BUS;17;65
14376856;BUS;18;46
14376856;BUS;19;31
14376856;BUS;20;18
14376856;BUS;21;10
14376856;BUS;22;3
14376856;BUS;23;5
14376857;BUS;3;9
14376857;BUS;4;3
14376857;BUS;5;10
14376857;BUS;6;38
14376857;BUS;7;9
14376857;BUS;8;14
14376857;BUS;9;17
14376857;BUS;10;17
14376857;BUS;11;27
14376857;BUS;12;13
14376857;BUS;13;15
14376857;BUS;14;82
14376857;BUS;15;11
14376857;BUS;16;22
14376857;BUS;17;7
14376857;BUS;18;19
14376857;BUS;19;5
14376857;BUS;20;5
14376857;BUS;21;15
14376857;BUS;23;10
14376858;BUS;0;2
14376858;BUS;1;2
14376858;BUS;3;8
14376858;BUS;4;31
14376858;BUS;5;14
14376858;BUS;6;27
14376858;BUS;7;32
14376858;BUS;8;39
14376858;BUS;9;35
14376858;BUS;10;21
14376858;BUS;11;23
14376858;BUS;12;15
14376858;BUS;13;21
14376858;BUS;14;15
14376858;BUS;15;14
14376858;BUS;16;21
14376858;BUS;17;28
14376858;BUS;18;34
14376858;BUS;19;9
14376858;BUS;20;10
14376858;BUS;21;9
14376858;BUS;22;8
14376858;BUS;23;4
14376859;BUS;3;6
14376859;BUS;4;46
14376859;BUS;5;63
14376859;BUS;6;72
14376859;BUS;7;85
14376859;BUS;8;51
14376859;BUS;9;37
14376859;BUS;10;39
14376859;BUS;11;42
14376859;BUS;12;63
14376859;BUS;13;36
14376859;BUS;14;38
14376859;BUS;15;33
14376859;BUS;16;44
14376859;BUS;17;41
14376859;BUS;18;23
14376859;BUS;19;22
14376859;BUS;20;13
14376859;BUS;21;8
14376859;BUS;22;6
14376859;BUS;23;1
14376860;BUS;0;2
14376860;BUS;3;15
14376860;BUS;4;84
14376860;BUS;5;131
14376860;BUS;6;170
14376860;BUS;7;151
14376860;BUS;8;108
14376860;BUS;9;100
14376860;BUS;10;72
14376860;BUS;11;104
14376860;BUS;12;95
14376860;BUS;13;59
14376860;BUS;14;54
14376860;BUS;15;44
14376860;BUS;16;65
14376860;BUS;17;78
14376860;BUS;18;46
14376860;BUS;19;36
14376860;BUS;20;15
14376860;BUS;21;20
14376860;BUS;22;7
14376860;BUS;23;3
14376862;BUS;0;1
14376862;BUS;3;1
14376862;BUS;4;11
14376862;BUS;5;24
14376862;BUS;6;28
14376862;BUS;7;37
14376862;BUS;8;23
14376862;BUS;9;17
14376862;BUS;10;21
14376862;BUS;11;26
14376862;BUS;12;27
14376862;BUS;13;18
14376862;BUS;14;15
14376862;BUS;15;12
14376862;BUS;16;11
14376862;BUS;17;26
14376862;BUS;18;19
14376862;BUS;19;9
14376862;BUS;20;7
14376862;BUS;21;5
14376862;BUS;22;1
14376862;BUS;23;3
14376863;BUS;1;3
14376863;BUS;2;2
14376863;BUS;3;14
14376863;BUS;4;68
14376863;BUS;5;118
14376863;BUS;6;150
14376863;BUS;7;175
14376863;BUS;8;139
14376863;BUS;9;86
14376863;BUS;10;68
14376863;BUS;11;90
14376863;BUS;12;183
14376863;BUS;13;145
14376863;BUS;14;88
14376863;BUS;15;80
14376863;BUS;16;81
14376863;BUS;17;159
14376863;BUS;18;71
14376863;BUS;19;37
14376863;BUS;20;33
14376863;BUS;21;19
14376863;BUS;22;12
14376863;BUS;23;16
14376864;BUS;7;4
14376864;BUS;12;3
14376864;BUS;13;1
14376864;BUS;17;2
14376864;BUS;20;2
14376865;BUS;4;12
14376865;BUS;5;62
14376865;BUS;6;96
14376865;BUS;7;85
14376865;BUS;8;54
14376865;BUS;9;50
14376865;BUS;10;53
14376865;BUS;11;48
14376865;BUS;12;57
14376865;BUS;13;48
14376865;BUS;14;33
14376865;BUS;15;31
14376865;BUS;16;32
14376865;BUS;17;31
14376865;BUS;18;30
14376865;BUS;19;18
14376865;BUS;20;8
14376865;BUS;21;5
14376865;BUS;22;5
14376865;BUS;23;1
14376866;BUS;4;6
14376866;BUS;5;12
14376866;BUS;6;32
14376866;BUS;7;59
14376866;BUS;8;26
14376866;BUS;9;24
14376866;BUS;10;20
14376866;BUS;11;30
14376866;BUS;12;25
14376866;BUS;13;19
14376866;BUS;14;13
14376866;BUS;15;11
14376866;BUS;16;21
14376866;BUS;17;9
14376866;BUS;18;12
14376866;BUS;19;8
14376866;BUS;20;4
14376866;BUS;21;3
14376866;BUS;22;5
14376866;BUS;23;2
14376867;BUS;0;1
14376867;BUS;3;5
14376867;BUS;4;15
14376867;BUS;5;39
14376867;BUS;6;88
14376867;BUS;7;129
14376867;BUS;8;94
14376867;BUS;9;79
14376867;BUS;10;51
14376867;BUS;11;70
14376867;BUS;12;112
14376867;BUS;13;85
14376867;BUS;14;49
14376867;BUS;15;43
14376867;BUS;16;57
14376867;BUS;17;72
14376867;BUS;18;56
14376867;BUS;19;23
14376867;BUS;20;13
14376867;BUS;21;14
14376867;BUS;22;7
14376867;BUS;23;4
14376868;BUS;9;7
14376868;BUS;10;17
14376868;BUS;11;9
14376868;BUS;12;45
14376868;BUS;13;12
14376869;BUS;0;1
14376869;BUS;3;2
14376869;BUS;4;14
14376869;BUS;5;30
14376869;BUS;6;41
14376869;BUS;7;53
14376869;BUS;8;33
14376869;BUS;9;22
14376869;BUS;10;23
14376869;BUS;11;33
14376869;BUS;12;37
14376869;BUS;13;33
14376869;BUS;14;29
14376869;BUS;15;25
14376869;BUS;16;31
14376869;BUS;17;49
14376869;BUS;18;28
14376869;BUS;19;15
14376869;BUS;20;12
14376869;BUS;21;11
14376869;BUS;22;7
14376869;BUS;23;4
14376870;BUS;4;13
14376870;BUS;5;33
14376870;BUS;6;63
14376870;BUS;7;118
14376870;BUS;8;54
14376870;BUS;9;41
14376870;BUS;10;44
14376870;BUS;11;63
14376870;BUS;12;87
14376870;BUS;13;53
14376870;BUS;14;47
14376870;BUS;15;36
14376870;BUS;16;52
14376870;BUS;17;63
14376870;BUS;18;43
14376870;BUS;19;34
14376870;BUS;20;18
14376870;BUS;21;15
14376870;BUS;22;6
14376870;BUS;23;7
14376871;BUS;0;1
14376871;BUS;4;17
14376871;BUS;5;34
14376871;BUS;6;76
14376871;BUS;7;79
14376871;BUS;8;54
14376871;BUS;9;47
14376871;BUS;10;51
14376871;BUS;11;53
14376871;BUS;12;61
14376871;BUS;13;43
14376871;BUS;14;40
14376871;BUS;15;41
14376871;BUS;16;67
14376871;BUS;17;67
14376871;BUS;18;46
14376871;BUS;19;28
14376871;BUS;20;24
14376871;BUS;21;11
14376871;BUS;22;4
14376871;BUS;23;2
14376872;BUS;5;3
14376872;BUS;6;12
14376872;BUS;7;8
14376872;BUS;8;5
14376872;BUS;9;4
14376872;BUS;11;2
14376872;BUS;12;9
14376872;BUS;13;12
14376872;BUS;14;3
14376872;BUS;15;10
14376872;BUS;16;1
14376872;BUS;17;7
14376872;BUS;18;7
14376872;BUS;19;2
14376872;BUS;20;2
14376872;BUS;21;2
14376872;BUS;22;3
14376873;BUS;3;3
14376873;BUS;4;10
14376873;BUS;5;6
14376873;BUS;6;25
14376873;BUS;7;38
14376873;BUS;8;22
14376873;BUS;9;12
14376873;BUS;10;16
14376873;BUS;11;15
14376873;BUS;12;57
14376873;BUS;13;34
14376873;BUS;14;11
14376873;BUS;15;17
14376873;BUS;16;24
14376873;BUS;17;32
14376873;BUS;18;16
14376873;BUS;19;16
14376873;BUS;20;10
14376873;BUS;21;7
14376873;BUS;22;4
14376873;BUS;23;3
14376874;BUS;0;3
14376874;BUS;1;2
14376874;BUS;3;1
14376874;BUS;4;5
14376874;BUS;5;10
14376874;BUS;6;28
14376874;BUS;7;32
14376874;BUS;8;17
14376874;BUS;9;23
14376874;BUS;10;23
14376874;BUS;11;23
14376874;BUS;12;29
14376874;BUS;13;29
14376874;BUS;14;18
14376874;BUS;15;18
14376874;BUS;16;28
14376874;BUS;17;34
14376874;BUS;18;21
14376874;BUS;19;20
14376874;BUS;20;18
14376874;BUS;21;11
14376874;BUS;22;16
14376874;BUS;23;4
14376875;BUS;3;5
14376875;BUS;4;6
14376875;BUS;5;18
14376875;BUS;6;28
14376875;BUS;7;32
14376875;BUS;8;16
14376875;BUS;9;24
14376875;BUS;10;20
14376875;BUS;11;28
14376875;BUS;12;44
14376875;BUS;13;23
14376875;BUS;14;14
14376875;BUS;15;11
14376875;BUS;16;22
14376875;BUS;17;21
14376875;BUS;18;15
14376875;BUS;19;9
14376875;BUS;20;7
14376875;BUS;21;8
14376875;BUS;22;2
14376875;BUS;23;1
14376876;BUS;4;6
14376876;BUS;5;8
14376876;BUS;6;35
14376876;BUS;7;33
14376876;BUS;8;39
14376876;BUS;9;32
14376876;BUS;10;21
14376876;BUS;11;31
14376876;BUS;12;52
14376876;BUS;13;31
14376876;BUS;14;22
14376876;BUS;15;23
14376876;BUS;16;22
14376876;BUS;17;31
14376876;BUS;18;24
14376876;BUS;19;17
14376876;BUS;20;10
14376876;BUS;21;18
14376876;BUS;22;2
14376876;BUS;23;1
14376877;BUS;0;5
14376877;BUS;1;2
14376877;BUS;2;2
14376877;BUS;3;4
14376877;BUS;4;15
14376877;BUS;5;47
14376877;BUS;6;60
14376877;BUS;7;87
14376877;BUS;8;83
14376877;BUS;9;63
14376877;BUS;10;58
14376877;BUS;11;74
14376877;BUS;12;130
14376877;BUS;13;74
14376877;BUS;14;83
14376877;BUS;15;54
14376877;BUS;16;71
14376877;BUS;17;99
14376877;BUS;18;51
14376877;BUS;19;30
14376877;BUS;20;21
14376877;BUS;21;17
14376877;BUS;22;16
14376877;BUS;23;13
14376878;BUS;5;4
14376878;BUS;6;5
14376878;BUS;7;3
14376878;BUS;8;11
14376878;BUS;9;6
14376878;BUS;10;6
14376878;BUS;11;11
14376878;BUS;12;5
14376878;BUS;13;8
14376878;BUS;14;6
14376878;BUS;15;4
14376878;BUS;16;5
14376878;BUS;17;6
14376878;BUS;18;3
14376878;BUS;19;3
14376878;BUS;20;1
14376878;BUS;21;1
14376878;BUS;23;1
14376879;BUS;3;13
14376879;BUS;4;47
14376879;BUS;5;61
14376879;BUS;6;136
14376879;BUS;7;123
14376879;BUS;8;56
14376879;BUS;9;63
14376879;BUS;10;56
14376879;BUS;11;66
14376879;BUS;12;68
14376879;BUS;13;59
14376879;BUS;14;57
14376879;BUS;15;39
14376879;BUS;16;45
14376879;BUS;17;54
14376879;BUS;18;46
14376879;BUS;19;26
14376879;BUS;20;16
14376879;BUS;21;9
14376879;BUS;22;4
14376879;BUS;23;2
14376881;BUS;0;3
14376881;BUS;2;2
14376881;BUS;3;17
14376881;BUS;4;78
14376881;BUS;5;136
14376881;BUS;6;137
14376881;BUS;7;210
14376881;BUS;8;113
14376881;BUS;9;107
14376881;BUS;10;96
14376881;BUS;11;113
14376881;BUS;12;185
14376881;BUS;13;101
14376881;BUS;14;80
14376881;BUS;15;93
14376881;BUS;16;109
14376881;BUS;17;101
14376881;BUS;18;99
14376881;BUS;19;63
14376881;BUS;20;50
14376881;BUS;21;32
14376881;BUS;22;17
14376881;BUS;23;8
14376882;BUS;5;3
14376882;BUS;6;11
14376882;BUS;7;10
14376882;BUS;8;3
14376882;BUS;9;4
14376882;BUS;10;2
14376882;BUS;11;1
14376882;BUS;12;1
14376882;BUS;13;2
14376882;BUS;14;1
14376883;BUS;4;25
14376883;BUS;5;41
14376883;BUS;6;84
14376883;BUS;7;84
14376883;BUS;8;58
14376883;BUS;9;58
14376883;BUS;10;38
14376883;BUS;11;53
14376883;BUS;12;94
14376883;BUS;13;30
14376883;BUS;14;23
14376883;BUS;15;18
14376883;BUS;16;33
14376883;BUS;17;46
14376883;BUS;18;31
14376883;BUS;19;18
14376883;BUS;20;10
14376883;BUS;21;3
14376883;BUS;22;3
14376884;BUS;4;30
14376884;BUS;5;36
14376884;BUS;6;54
14376884;BUS;7;63
14376884;BUS;8;13
14376884;BUS;9;27
14376884;BUS;10;15
14376884;BUS;11;20
14376884;BUS;12;23
14376884;BUS;13;15
14376884;BUS;14;11
14376884;BUS;15;13
14376884;BUS;16;19
14376884;BUS;17;5
14376884;BUS;18;8
14376884;BUS;19;11
14376884;BUS;20;5
14376884;BUS;21;2
14376884;BUS;22;2
14376889;BUS;18;1
14376903;BUS;8;1
14376927;BUS;5;4
14376927;BUS;6;13
14376927;BUS;7;11
14376927;BUS;8;6
14376927;BUS;9;11
14376927;BUS;10;8
14376927;BUS;11;13
14376927;BUS;12;8
14376927;BUS;13;9
14376927;BUS;14;2
14376927;BUS;15;13
14376927;BUS;16;10
14376927;BUS;17;8
14376927;BUS;18;6
14376927;BUS;19;9
14376927;BUS;21;1
14376927;BUS;22;1
14376927;BUS;23;1
14376928;BUS;0;2
14376928;BUS;3;1
14376928;BUS;4;8
14376928;BUS;5;12
14376928;BUS;6;10
14376928;BUS;7;22
14376928;BUS;8;17
14376928;BUS;9;15
14376928;BUS;10;29
14376928;BUS;11;13
14376928;BUS;12;18
14376928;BUS;13;19
14376928;BUS;14;7
14376928;BUS;15;14
14376928;BUS;16;9
14376928;BUS;17;26
14376928;BUS;18;17
14376928;BUS;19;8
14376928;BUS;20;11
14376928;BUS;21;6
14376928;BUS;22;4
14376928;BUS;23;5
14376929;BUS;1;1
14376929;BUS;3;1
14376929;BUS;4;6
14376929;BUS;5;14
14376929;BUS;6;15
14376929;BUS;7;18
14376929;BUS;8;14
14376929;BUS;9;5
14376929;BUS;10;19
14376929;BUS;11;16
14376929;BUS;12;19
14376929;BUS;13;14
14376929;BUS;14;12
14376929;BUS;15;9
14376929;BUS;16;17
14376929;BUS;17;38
14376929;BUS;18;13
14376929;BUS;19;12
14376929;BUS;20;5
14376929;BUS;21;5
14376929;BUS;22;4
14376929;BUS;23;2
14376930;BUS;7;1
14376930;BUS;12;2
14376930;BUS;15;2
14376930;BUS;17;1
14376941;BUS;3;1
14376941;BUS;4;1
14376941;BUS;5;2
14376941;BUS;6;2
14376941;BUS;7;4
14376941;BUS;8;2
14376941;BUS;9;2
14376941;BUS;10;3
14376941;BUS;11;2
14376941;BUS;12;13
14376941;BUS;13;4
14376941;BUS;14;4
14376941;BUS;15;5
14376941;BUS;16;5
14376941;BUS;17;3
14376941;BUS;18;1
14376941;BUS;19;1
14376941;BUS;20;1
14376941;BUS;21;2
14376941;BUS;22;2
14376941;BUS;23;1
14376942;BUS;4;1
14376942;BUS;5;2
14376942;BUS;6;2
14376942;BUS;7;1
14376942;BUS;9;1
14376942;BUS;10;5
14376942;BUS;11;2
14376942;BUS;13;3
14376942;BUS;15;2
14376942;BUS;16;2
14376942;BUS;17;2
14376942;BUS;18;2
14376942;BUS;19;4
14376942;BUS;20;1
14382975;BUS;5;11
14382975;BUS;6;48
14382975;BUS;7;30
14382975;BUS;8;15
14382975;BUS;9;24
14382975;BUS;10;13
14382975;BUS;11;22
14382975;BUS;12;29
14382975;BUS;13;17
14382975;BUS;14;13
14382975;BUS;15;11
14382975;BUS;16;34
14382975;BUS;17;22
14382975;BUS;18;16
14382975;BUS;19;10
14382975;BUS;20;7
14382976;BUS;4;5
14382976;BUS;5;21
14382976;BUS;6;41
14382976;BUS;7;49
14382976;BUS;8;25
14382976;BUS;9;35
14382976;BUS;10;24
14382976;BUS;11;32
14382976;BUS;12;34
14382976;BUS;13;23
14382976;BUS;14;17
14382976;BUS;15;23
14382976;BUS;16;30
14382976;BUS;17;26
14382976;BUS;18;27
14382976;BUS;19;22
14382976;BUS;20;8
14382976;BUS;21;5
14382976;BUS;22;1
14382977;BUS;0;2
14382977;BUS;2;5
14382977;BUS;3;1
14382977;BUS;4;7
14382977;BUS;5;29
14382977;BUS;6;32
14382977;BUS;7;53
14382977;BUS;8;60
14382977;BUS;9;42
14382977;BUS;10;33
14382977;BUS;11;50
14382977;BUS;12;93
14382977;BUS;13;31
14382977;BUS;14;26
14382977;BUS;15;37
14382977;BUS;16;56
14382977;BUS;17;57
14382977;BUS;18;34
14382977;BUS;19;34
14382977;BUS;20;18
14382977;BUS;21;13
14382977;BUS;22;8
14382977;BUS;23;4
14382978;BUS;5;18
14382978;BUS;6;3
14382978;BUS;7;25
14382978;BUS;8;4
14382978;BUS;9;19
14382978;BUS;10;5
14382978;BUS;11;5
14382978;BUS;12;20
14382978;BUS;13;4
14382978;BUS;14;2
14382978;BUS;15;3
14382978;BUS;16;7
14382978;BUS;17;5
14382978;BUS;18;3
14382978;BUS;19;1
14382978;BUS;20;10
14382979;BUS;5;18
14382979;BUS;6;3
14382979;BUS;7;45
14382979;BUS;8;6
14382979;BUS;9;10
14382979;BUS;10;7
14382979;BUS;11;6
14382979;BUS;12;12
14382979;BUS;13;15
14382979;BUS;14;4
14382979;BUS;16;17
14382979;BUS;17;18
14382979;BUS;18;8
14382979;BUS;19;6
14382979;BUS;20;5
14382980;BUS;6;4
14382980;BUS;7;3
14382980;BUS;8;2
14382980;BUS;9;3
14382980;BUS;11;14
14382980;BUS;12;1
14382980;BUS;15;4
14382980;BUS;16;15
14382980;BUS;20;4
14382981;BUS;4;5
14382981;BUS;5;15
14382981;BUS;6;10
14382981;BUS;7;5
14382981;BUS;9;12
14382981;BUS;11;15
14382981;BUS;14;24
14382981;BUS;16;6
14382981;BUS;18;8
14382981;BUS;20;5
14382982;BUS;0;3
14382982;BUS;2;3
14382982;BUS;3;1
14382982;BUS;4;17
14382982;BUS;5;27
14382982;BUS;6;44
14382982;BUS;7;86
14382982;BUS;8;32
14382982;BUS;9;50
14382982;BUS;10;27
14382982;BUS;11;52
14382982;BUS;12;44
14382982;BUS;13;35
14382982;BUS;14;31
14382982;BUS;15;34
14382982;BUS;16;85
14382982;BUS;17;51
14382982;BUS;18;40
14382982;BUS;19;18
14382982;BUS;20;14
14382982;BUS;21;7
14382982;BUS;22;15
14382982;BUS;23;1
14382983;BUS;0;2
14382983;BUS;3;1
14382983;BUS;4;4
14382983;BUS;5;18
14382983;BUS;6;37
14382983;BUS;7;48
14382983;BUS;8;25
14382983;BUS;9;20
14382983;BUS;10;22
14382983;BUS;11;25
14382983;BUS;12;35
14382983;BUS;13;26
14382983;BUS;14;23
14382983;BUS;15;37
14382983;BUS;16;26
14382983;BUS;17;71
14382983;BUS;18;23
14382983;BUS;19;18
14382983;BUS;20;15
14382983;BUS;21;9
14382983;BUS;22;6
14382983;BUS;23;3
14382984;BUS;5;16
14382984;BUS;6;23
14382984;BUS;7;8
14382984;BUS;8;8
14382984;BUS;9;2
14382984;BUS;10;4
14382984;BUS;11;6
14382984;BUS;12;10
14382984;BUS;13;14
14382984;BUS;14;11
14382984;BUS;15;11
14382984;BUS;16;29
14382984;BUS;17;24
14382984;BUS;18;9
14382984;BUS;19;10
14382984;BUS;20;3
14382984;BUS;21;5
14382984;BUS;22;2
14382985;BUS;8;19
14382985;BUS;10;6
14382985;BUS;11;3
14382985;BUS;13;5
14382985;BUS;17;5
14382985;BUS;19;6
14382986;BUS;5;22
14382986;BUS;7;3
14382986;BUS;8;6
14382986;BUS;10;9
14382986;BUS;12;9
14382986;BUS;17;9
14382986;BUS;19;4
14382986;BUS;20;1
14382986;BUS;21;3
14382986;BUS;23;1
14382987;BUS;8;8
14382987;BUS;17;6
14382988;BUS;4;3
14382988;BUS;5;5
14382988;BUS;6;10
14382988;BUS;7;8
14382988;BUS;8;10
14382988;BUS;9;4
14382988;BUS;10;3
14382988;BUS;11;5
14382988;BUS;12;6
14382988;BUS;13;7
14382988;BUS;14;12
14382988;BUS;15;7
14382988;BUS;16;6
14382988;BUS;17;10
14382988;BUS;18;6
14382988;BUS;19;6
14382988;BUS;20;2
14382988;BUS;21;2
14382989;BUS;4;7
14382989;BUS;5;5
14382989;BUS;6;9
14382989;BUS;7;9
14382989;BUS;8;6
14382989;BUS;9;3
14382989;BUS;10;2
14382989;BUS;11;2
14382989;BUS;12;6
14382989;BUS;13;3
14382989;BUS;14;3
14382989;BUS;15;5
